5,2,plant,نبات,nabb'at
5,2,produce,إنتاج,'iintaj
5,3,rich,غني,ghani
5,3,river,نهر,nahr
5,4,rock,صخرة,sakhra
5,4,salt,ملح,milh
5,1,silver,فضي,fadi
5,1,snow,ثلج,thalaj
5,2,surface,سطح,sath
5,2,valley,الوادي,alwadi
5,3,village,قرية,qry
5,3,water,ماء,ma'an
5,4,wide,واسع,wasie
5,4,world,العالم,alealam
